Date,Region,Product,Category,Units Sold,Discount,Revenue,Cost,Sales
2019-11-10,South,Monitor,Accessories,310.0,63.44479477669523,257858.0,228222.0,29636.0
2019-11-11,West,Camera,Electronics,,54.88432458799352,11416.0,111030.0,-99614.0
2019-11-12,South,Camera,Home,426.0,,136666.0,25657.0,111009.0
2019-11-13,East,Headphones,Accessories,211.0,22.053954762531955,181128.0,6656.0,174472.0
2019-11-14,Central,Smartwatch,Home,,37.9316121293354,,141039.0,-17796.0
2019-11-15,East,Monitor,Electronics,307.0,,108070.0,217030.0,-108960.0
2019-11-16,South,Camera,Home,116.0,47.526179699646896,41126.0,147836.0,-106710.0
2019-11-17,North,Headphones,Accessories,421.0,50.75672132283556,85382.0,16873.0,68509.0
2019-11-18,West,Camera,Office,559.0,67.55221360369431,227785.0,95485.0,132300.0
2019-11-19,Central,Phone,Home,289.0,18.227815112155014,23228.0,110383.0,-87155.0
2019-11-20,North,Tablet,Accessories,644.0,1.291949333011585,29009.0,183102.0,-154093.0
2019-11-21,North,Smartwatch,Accessories,189.0,38.19259250990054,267238.0,199879.0,67359.0
2019-11-22,East,Headphones,Electronics,745.0,49.47533530777701,85636.0,2607.0,83029.0
2019-11-23,South,Tablet,Accessories,225.0,,188293.0,151595.0,36698.0
2019-11-24,East,Monitor,Office,448.0,13.561725311736742,103453.0,49447.0,54006.0
2019-11-25,South,Phone,Office,121.0,18.322700832591657,59486.0,50757.0,8729.0
2019-11-26,East,Headphones,Home,74.0,35.881364768710746,198366.0,225598.0,-27232.0
2019-11-27,North,Monitor,Home,74.0,23.14205669790013,265243.0,70201.0,195042.0
2019-11-28,West,Camera,Home,626.0,60.23580406112115,25860.0,129765.0,-103905.0
2019-11-29,South,Printer,Home,431.0,33.16321076171042,249856.0,213916.0,35940.0
2019-11-30,Central,Laptop,Office,648.0,55.97050508714021,219135.0,203460.0,15675.0
2019-12-01,Central,Monitor,Electronics,572.0,40.643383233764766,54607.0,6462.0,48145.0
2019-12-02,North,Tablet,Home,447.0,54.11630991319784,214605.0,117832.0,96773.0
2019-12-03,East,Phone,Electronics,605.0,23.28710905712267,23330.0,163867.0,-140537.0
2019-12-04,East,Phone,Accessories,141.0,58.199163535121784,176150.0,201878.0,-25728.0
2019-12-05,North,Monitor,Accessories,508.0,19.22006208857151,191404.0,49465.0,141939.0
2019-12-06,Central,Camera,Home,135.0,38.22691656023036,257134.0,193181.0,63953.0
2019-12-07,Central,Laptop,Accessories,222.0,,226437.0,91027.0,135410.0
2019-12-08,East,Smartwatch,Electronics,692.0,33.286856513833534,13070.0,51528.0,-38458.0
2019-12-09,South,Tablet,Electronics,175.0,22.27226466560922,6320.0,37230.0,-30910.0
2019-12-10,West,Monitor,Accessories,479.0,18.669240144605,11589.0,49242.0,-37653.0
2019-12-11,South,Monitor,Home,616.0,67.68895126196263,,197955.0,-177366.0
2019-12-12,Central,Printer,Electronics,133.0,11.205187384071143,41375.0,115688.0,-74313.0
2019-12-13,South,Phone,Electronics,61.0,55.11280862201767,48085.0,230438.0,-182353.0
2019-12-14,West,Tablet,Office,185.0,68.89154716382504,65840.0,2783.0,63057.0
2019-12-15,South,Laptop,Home,250.0,1.393103861805448,,29390.0,149882.0
2019-12-16,South,Phone,Office,148.0,48.93191898294665,103704.0,140489.0,-36785.0
2019-12-17,South,Monitor,Accessories,55.0,17.703826388940097,35982.0,73102.0,-37120.0
2019-12-18,South,Phone,Accessories,372.0,2.834147702981311,295658.0,18426.0,277232.0
2019-12-19,North,Phone,Office,463.0,28.202270526964156,200961.0,31750.0,169211.0
2019-12-20,Central,Headphones,Home,222.0,65.46524671196126,81034.0,59188.0,21846.0
2019-12-21,West,Phone,Electronics,620.0,0.823556605689838,,11872.0,37973.0
2019-12-22,Central,Camera,Accessories,571.0,41.15199843508472,259259.0,95231.0,164028.0
2019-12-23,North,Phone,Home,261.0,35.097753501672706,113417.0,130860.0,-17443.0
2019-12-24,North,Smartwatch,Home,160.0,61.136891505973324,118436.0,180158.0,-61722.0
2019-12-25,North,Camera,Accessories,569.0,5.880120016443796,243198.0,67770.0,175428.0
2019-12-26,North,Tablet,Accessories,446.0,47.70682209206552,288303.0,232360.0,55943.0
2019-12-27,South,Phone,Home,703.0,47.60767889032941,94788.0,226440.0,-131652.0
2019-12-28,Central,Laptop,Electronics,666.0,46.83560118035983,29003.0,125158.0,-96155.0
2019-12-29,East,Camera,Office,780.0,65.96341464545259,110722.0,84514.0,26208.0
2019-12-30,West,Camera,Accessories,766.0,57.61612703048163,241444.0,220249.0,21195.0
2019-12-31,North,Monitor,Office,727.0,2.9380908370454204,27205.0,93663.0,-66458.0
2020-01-01,Central,Tablet,Home,29.0,32.97579954931592,232131.0,166792.0,65339.0
2020-01-02,North,Phone,Office,668.0,27.856713934093342,61955.0,150151.0,-88196.0
2020-01-03,North,Printer,Electronics,540.0,21.710305476356144,246235.0,149410.0,96825.0
2020-01-04,North,Laptop,Home,768.0,31.59357076078681,274608.0,135363.0,139245.0
2020-01-05,North,Monitor,Electronics,64.0,26.893592944818423,218718.0,206156.0,12562.0
2020-01-06,North,Tablet,Home,471.0,30.26337299150657,208729.0,113808.0,94921.0
2020-01-07,West,Smartwatch,Electronics,438.0,68.54833059260497,276984.0,111091.0,165893.0
2020-01-08,Central,Camera,Home,70.0,,288071.0,100272.0,187799.0
2020-01-09,North,Laptop,Electronics,569.0,64.55616088871109,20329.0,50393.0,-30064.0
2020-01-10,North,Smartwatch,Home,110.0,33.61656994297187,20791.0,94558.0,-73767.0
2020-01-11,North,Phone,Electronics,100.0,43.66195718496788,150444.0,70770.0,79674.0
2020-01-12,North,Printer,Home,692.0,,184541.0,27720.0,156821.0
2020-01-13,South,Headphones,Electronics,555.0,25.232412040447887,135436.0,238714.0,-103278.0
2020-01-14,South,Headphones,Accessories,172.0,30.129533566157683,92073.0,237725.0,-145652.0
2020-01-15,East,Tablet,Office,46.0,28.66629361950998,254894.0,14368.0,240526.0
2020-01-16,North,Printer,Home,108.0,26.23117157750319,56408.0,186385.0,-129977.0
2020-01-17,East,Laptop,Electronics,208.0,64.78705251528265,151306.0,48969.0,102337.0
2020-01-18,West,Monitor,Accessories,524.0,58.025092383510845,,49838.0,93766.0
2020-01-19,East,Laptop,Home,286.0,7.6299992904083265,,9734.0,67705.0
2020-01-20,Central,Printer,Home,47.0,7.568634673396723,23242.0,108187.0,-84945.0
2020-01-21,South,Smartwatch,Home,114.0,29.950866039709382,186326.0,100329.0,85997.0
2020-01-22,South,Camera,Office,214.0,6.906016371296634,244647.0,144269.0,100378.0
2020-01-23,North,Headphones,Electronics,753.0,43.336516668978376,299438.0,69895.0,229543.0
2020-01-24,North,Tablet,Electronics,53.0,10.058412508321373,195856.0,235633.0,-39777.0
2020-01-25,West,Phone,Home,119.0,36.566128477676074,196373.0,121424.0,74949.0
2020-01-26,West,Laptop,Home,159.0,0.5053962902602427,146503.0,188903.0,-42400.0
2020-01-27,Central,Headphones,Home,653.0,22.16174438888527,95381.0,102255.0,-6874.0
2020-01-28,North,Monitor,Accessories,507.0,47.40335065708588,257641.0,59073.0,198568.0
2020-01-29,North,Tablet,Home,683.0,33.88272581594939,191444.0,204997.0,-13553.0
2020-01-30,West,Phone,Office,715.0,68.47886401992916,99176.0,245042.0,-145866.0
2020-01-31,West,Laptop,Electronics,75.0,61.187265724634756,124667.0,212560.0,-87893.0
2020-02-01,West,Monitor,Office,523.0,25.134954533020586,52387.0,226683.0,-174296.0
2020-02-02,South,Phone,Home,716.0,3.184057903059222,188999.0,216547.0,-27548.0
2020-02-03,East,Camera,Accessories,340.0,59.193841008051315,276448.0,244603.0,31845.0
2020-02-04,East,Headphones,Home,71.0,63.786401722026994,284176.0,182374.0,101802.0
2020-02-05,North,Camera,Home,497.0,57.443917539332574,96291.0,16624.0,79667.0
2020-02-06,South,Headphones,Home,654.0,8.956495864383541,64486.0,199343.0,-134857.0
2020-02-07,West,Monitor,Home,758.0,69.85405940886014,70552.0,25315.0,45237.0
2020-02-08,North,Smartwatch,Home,217.0,18.10089550869417,44244.0,18422.0,25822.0
2020-02-09,South,Camera,Electronics,185.0,50.694343896585906,55697.0,171209.0,-115512.0
2020-02-10,Central,Headphones,Office,770.0,63.56244134350051,269837.0,73663.0,196174.0
2020-02-11,South,Tablet,Accessories,617.0,16.49809800314966,192823.0,102216.0,90607.0
2020-02-12,North,Monitor,Home,603.0,63.578098827394626,86098.0,180304.0,-94206.0
2020-02-13,East,Headphones,Accessories,701.0,21.663710543640686,11259.0,210214.0,-198955.0
2020-02-14,West,Laptop,Electronics,607.0,68.34892556688393,124746.0,33743.0,91003.0
2020-02-15,Central,Headphones,Office,252.0,19.68820142663322,112772.0,231618.0,-118846.0
2020-02-16,South,Camera,Home,218.0,66.74050773304846,122928.0,147708.0,-24780.0
2020-02-17,North,Tablet,Electronics,363.0,3.7481255624872434,52419.0,222956.0,-170537.0
2020-02-18,North,Phone,Electronics,253.0,49.64904081688691,201979.0,11108.0,190871.0
2020-02-19,West,Smartwatch,Office,642.0,37.24777936859026,163455.0,205706.0,-42251.0
2020-02-20,North,Phone,Home,520.0,33.451395398591146,28404.0,37180.0,-8776.0
2020-02-21,North,Headphones,Office,92.0,15.644601997908799,141774.0,19883.0,121891.0
2020-02-22,West,Phone,Office,667.0,49.39170528435444,105965.0,45400.0,60565.0
2020-02-23,Central,Headphones,Accessories,180.0,13.356664401241497,61332.0,178071.0,-116739.0
2020-02-24,East,Tablet,Accessories,727.0,38.69892571893378,175491.0,48951.0,126540.0
2020-02-25,East,Phone,Office,430.0,,226648.0,139232.0,87416.0
2020-02-26,South,Camera,Accessories,775.0,66.89349658469493,,56262.0,51920.0
2020-02-27,Central,Camera,Electronics,607.0,2.004183568495698,113269.0,152001.0,-38732.0
2020-02-28,South,Laptop,Office,775.0,13.980979607786558,39142.0,84133.0,-44991.0
2020-02-29,East,Headphones,Home,707.0,,,143195.0,-28496.0
2020-03-01,West,Phone,Home,85.0,28.98474780374715,,116106.0,-14880.0
2020-03-02,North,Camera,Electronics,142.0,16.291116930903748,274537.0,160429.0,114108.0
2020-03-03,East,Printer,Home,437.0,,206011.0,71496.0,134515.0
2020-03-04,Central,Tablet,Home,474.0,61.07258662809773,205154.0,165628.0,39526.0
2020-03-05,East,Smartwatch,Office,354.0,49.844439498641954,107281.0,215863.0,-108582.0
2020-03-06,Central,Tablet,Electronics,130.0,40.597338637457774,,62934.0,-48546.0
2020-03-07,Central,Printer,Office,313.0,6.230222458787575,67969.0,79886.0,-11917.0
2020-03-08,Central,Printer,Electronics,234.0,48.57944758724929,41660.0,31881.0,9779.0
2020-03-09,South,Laptop,Office,464.0,11.648999901765789,94244.0,19409.0,74835.0
2020-03-10,West,Tablet,Office,349.0,55.04571701731886,84544.0,187488.0,-102944.0
2020-03-11,East,Tablet,Accessories,314.0,17.503973095710723,237625.0,99171.0,138454.0
2020-03-12,West,Phone,Home,24.0,29.193410982463064,199068.0,200054.0,-986.0
2020-03-13,North,Headphones,Electronics,565.0,24.532914162254954,,162729.0,-42359.0
2020-03-14,East,Monitor,Home,651.0,60.116974027239976,22545.0,218815.0,-196270.0
2020-03-15,West,Smartwatch,Accessories,545.0,8.85811210993857,138451.0,49951.0,88500.0
2020-03-16,West,Tablet,Electronics,564.0,39.5951417669352,231845.0,9752.0,222093.0
2020-03-17,North,Smartwatch,Accessories,,9.944312661014356,177192.0,118339.0,58853.0
2020-03-18,Central,Smartwatch,Home,273.0,49.33570852925307,284953.0,145512.0,139441.0
2020-03-19,East,Smartwatch,Office,7.0,63.35546894561368,295111.0,45864.0,249247.0
2020-03-20,East,Tablet,Accessories,774.0,30.42253577070774,28424.0,181763.0,-153339.0
2020-03-21,North,Monitor,Accessories,20.0,34.166458218548314,231675.0,73035.0,158640.0
2020-03-22,Central,Tablet,Office,610.0,64.91959855379336,214550.0,87675.0,126875.0
2020-03-23,East,Phone,Home,362.0,36.469397205454996,185526.0,212375.0,-26849.0
2020-03-24,East,Phone,Accessories,650.0,34.131890663469264,187997.0,23343.0,164654.0
2020-03-25,East,Monitor,Home,137.0,40.48303718930129,42049.0,225320.0,-183271.0
2020-03-26,Central,Camera,Office,316.0,48.24608154540663,294965.0,20673.0,274292.0
2020-03-27,North,Tablet,Electronics,486.0,7.481836256092197,166017.0,192026.0,-26009.0
2020-03-28,East,Camera,Accessories,548.0,,82734.0,186770.0,-104036.0
2020-03-29,West,Smartwatch,Home,309.0,30.485351921728146,230962.0,96024.0,134938.0
2020-03-30,Central,Tablet,Office,273.0,5.064395692823988,8830.0,27520.0,-18690.0
2020-03-31,South,Headphones,Office,418.0,55.032786843874916,201339.0,241713.0,-40374.0
2020-04-01,North,Tablet,Accessories,29.0,26.386498018039045,163829.0,246195.0,-82366.0
2020-04-02,West,Phone,Electronics,320.0,7.025724656653775,68867.0,16784.0,52083.0
2020-04-03,East,Laptop,Accessories,575.0,44.36453276802754,,118446.0,51392.0
2020-04-04,South,Printer,Home,729.0,61.609194740354916,299563.0,39079.0,260484.0
2020-04-05,North,Laptop,Office,672.0,62.142745658979045,283812.0,45220.0,238592.0
2020-04-06,Central,Laptop,Electronics,280.0,,29996.0,152563.0,-122567.0
2020-04-07,South,Laptop,Home,393.0,60.73938218366816,,113878.0,25259.0
2020-04-08,South,Printer,Accessories,726.0,0.1498643541832656,277611.0,117583.0,160028.0
2020-04-09,West,Camera,Office,448.0,26.616881648937316,246452.0,49720.0,196732.0
2020-04-10,North,Printer,Accessories,431.0,57.29798059338521,157079.0,232876.0,-75797.0
2020-04-11,West,Camera,Electronics,61.0,25.637710419893196,204151.0,15718.0,188433.0
2020-04-12,West,Printer,Electronics,701.0,42.10839544657943,295846.0,167669.0,128177.0
2020-04-13,East,Printer,Electronics,570.0,42.44218631621724,99369.0,62217.0,37152.0
2020-04-14,Central,Tablet,Electronics,725.0,25.551771282717613,80569.0,230423.0,-149854.0
2020-04-15,South,Camera,Electronics,372.0,63.31317490969013,39169.0,101668.0,-62499.0
2020-04-16,North,Tablet,Accessories,346.0,35.22598417702823,21829.0,158904.0,-137075.0
2020-04-17,Central,Headphones,Electronics,308.0,32.534894415625054,9522.0,186890.0,-177368.0
2020-04-18,Central,Tablet,Electronics,768.0,69.82596219633271,123576.0,229470.0,-105894.0
2020-04-19,North,Laptop,Office,,34.545025485083166,166545.0,144936.0,21609.0
2020-04-20,Central,Monitor,Electronics,116.0,12.487877635000673,274843.0,89378.0,185465.0
2020-04-21,East,Monitor,Office,10.0,35.914859600440664,73165.0,9177.0,63988.0
2020-04-22,Central,Phone,Office,707.0,56.981171486395105,80692.0,178187.0,-97495.0
2020-04-23,East,Phone,Office,283.0,54.3802228828797,22441.0,123318.0,-100877.0
2020-04-24,South,Smartwatch,Accessories,386.0,55.20072355759297,35716.0,238307.0,-202591.0
2020-04-25,South,Tablet,Accessories,17.0,,67175.0,188282.0,-121107.0
2020-04-26,West,Printer,Home,307.0,17.795248034668177,11834.0,184026.0,-172192.0
2020-04-27,East,Printer,Home,560.0,60.3458860088162,266609.0,112145.0,154464.0
2020-04-28,South,Monitor,Office,621.0,62.541042576338555,23179.0,143916.0,-120737.0
2020-04-29,Central,Laptop,Accessories,,13.590688763298434,293363.0,206202.0,87161.0
2020-04-30,North,Camera,Electronics,158.0,9.131894558597574,108153.0,14418.0,93735.0
2020-05-01,North,Laptop,Home,758.0,68.29234780123784,151854.0,166926.0,-15072.0
2020-05-02,East,Smartwatch,Accessories,185.0,60.78267745552575,258975.0,220716.0,38259.0
2020-05-03,West,Laptop,Electronics,530.0,62.52653030469627,79967.0,208027.0,-128060.0
2020-05-04,Central,Tablet,Electronics,184.0,62.04634692370766,14496.0,89075.0,-74579.0
2020-05-05,East,Tablet,Accessories,381.0,37.91807768236099,224939.0,241978.0,-17039.0
2020-05-06,North,Headphones,Home,780.0,45.24812156660598,175310.0,176022.0,-712.0
2020-05-07,East,Smartwatch,Accessories,172.0,38.175399649354915,51025.0,66227.0,-15202.0
2020-05-08,Central,Laptop,Home,,3.5844444433230347,,144907.0,120374.0
2020-05-09,South,Printer,Office,154.0,52.18521597469409,270856.0,18533.0,252323.0
2020-05-10,Central,Printer,Accessories,,35.37324233351162,37664.0,246822.0,-209158.0
2020-05-11,South,Smartwatch,Accessories,95.0,45.33963523531608,246871.0,227123.0,19748.0
2020-05-12,South,Laptop,Home,124.0,35.18478634828747,148492.0,102457.0,46035.0
2020-05-13,South,Tablet,Home,257.0,34.42679256257192,272459.0,108504.0,163955.0
2020-05-14,East,Tablet,Accessories,64.0,12.025237663443678,230648.0,219930.0,10718.0
2020-05-15,North,Headphones,Electronics,270.0,,122862.0,142295.0,-19433.0
2020-05-16,East,Headphones,Electronics,413.0,11.119688436076906,,125202.0,-41172.0
2020-05-17,North,Phone,Electronics,35.0,13.69664069377397,68910.0,11273.0,57637.0
2020-05-18,Central,Smartwatch,Office,25.0,68.10841662942134,233360.0,34519.0,198841.0
2020-05-19,West,Monitor,Office,735.0,10.71794120405389,226965.0,156232.0,70733.0
2020-05-20,Central,Laptop,Home,597.0,18.848929701364536,217360.0,128024.0,89336.0
2020-05-21,East,Smartwatch,Office,293.0,41.34127604170095,46598.0,206457.0,-159859.0
2020-05-22,East,Printer,Electronics,,42.71250033656493,31296.0,125540.0,-94244.0
2020-05-23,North,Laptop,Accessories,502.0,10.778189082068035,154138.0,247460.0,-93322.0
2020-05-24,East,Headphones,Office,750.0,55.56021980496486,164964.0,223264.0,-58300.0
2020-05-25,South,Headphones,Office,478.0,54.96420075389775,80577.0,181060.0,-100483.0
2020-05-26,East,Phone,Electronics,409.0,16.612239294272378,210662.0,142420.0,68242.0
2020-05-27,North,Monitor,Office,552.0,20.20664118728223,82173.0,84460.0,-2287.0
2020-05-28,North,Phone,Home,136.0,,69771.0,249792.0,-180021.0
2020-05-29,South,Printer,Accessories,328.0,57.797001218563466,104074.0,105471.0,-1397.0
2020-05-30,North,Monitor,Electronics,136.0,48.845792314376666,162110.0,105668.0,56442.0
2020-05-31,West,Camera,Home,525.0,5.756325505742037,41622.0,68519.0,-26897.0
2020-06-01,Central,Laptop,Electronics,34.0,29.2784856631803,,91426.0,54547.0
2020-06-02,East,Phone,Home,631.0,39.151131045377895,87910.0,15629.0,72281.0
2020-06-03,West,Headphones,Accessories,305.0,13.118790158864385,185934.0,50056.0,135878.0
2020-06-04,East,Phone,Accessories,8.0,31.375860747575718,168878.0,12273.0,156605.0
2020-06-05,West,Camera,Home,329.0,42.0718114242083,153731.0,121484.0,32247.0
2020-06-06,East,Phone,Home,513.0,22.916367608077945,159525.0,98275.0,61250.0
2020-06-07,South,Laptop,Home,241.0,54.666137326534106,283456.0,172488.0,110968.0
2020-06-08,North,Camera,Home,539.0,58.83147071471638,268580.0,139966.0,128614.0
2020-06-09,North,Smartwatch,Home,,22.652662860384954,294713.0,47073.0,247640.0
2020-06-10,South,Smartwatch,Home,538.0,58.706000814472,121787.0,46693.0,75094.0
2020-06-11,West,Smartwatch,Accessories,588.0,7.2503596272110515,95485.0,183538.0,-88053.0
2020-06-12,Central,Headphones,Home,450.0,58.64103690358594,182058.0,25343.0,156715.0
2020-06-13,West,Headphones,Office,507.0,10.69253021673316,189249.0,44095.0,145154.0
2020-06-14,North,Smartwatch,Accessories,234.0,5.804900675680823,37646.0,163246.0,-125600.0
2020-06-15,Central,Smartwatch,Electronics,111.0,44.92427831087078,81126.0,182873.0,-101747.0
2020-06-16,East,Smartwatch,Accessories,724.0,33.0356156028706,122922.0,123388.0,-466.0
2020-06-17,Central,Tablet,Electronics,,63.552342028898295,260217.0,241787.0,18430.0
2020-06-18,West,Smartwatch,Electronics,724.0,25.423243726359445,73659.0,204508.0,-130849.0
2020-06-19,South,Camera,Office,,20.100658440634007,120341.0,115441.0,4900.0
2020-06-20,East,Tablet,Home,567.0,,9158.0,201408.0,-192250.0
2020-06-21,West,Tablet,Home,69.0,31.91623300380629,79236.0,101782.0,-22546.0
2020-06-22,East,Laptop,Accessories,269.0,24.10996323520318,81067.0,240343.0,-159276.0
2020-06-23,Central,Phone,Home,342.0,,163810.0,174998.0,-11188.0
2020-06-24,North,Headphones,Office,305.0,53.169328373973585,14879.0,73590.0,-58711.0
2020-06-25,West,Headphones,Accessories,382.0,59.708877832109565,141615.0,170899.0,-29284.0
2020-06-26,South,Phone,Accessories,179.0,68.099962329724,117284.0,109263.0,8021.0
2020-06-27,Central,Headphones,Accessories,156.0,18.66593344927531,183996.0,176847.0,7149.0
2020-06-28,West,Phone,Home,480.0,50.1265437742973,215190.0,173273.0,41917.0
2020-06-29,South,Camera,Home,270.0,27.598076484702165,48888.0,30373.0,18515.0
2020-06-30,West,Laptop,Home,333.0,,297420.0,28525.0,268895.0
2020-07-01,Central,Smartwatch,Accessories,167.0,33.31871832444542,9799.0,128716.0,-118917.0
2020-07-02,West,Laptop,Accessories,442.0,69.56411719375521,229842.0,105513.0,124329.0
2020-07-03,East,Printer,Electronics,347.0,51.02314950535249,95141.0,204723.0,-109582.0
2020-07-04,Central,Laptop,Electronics,,66.67439103040272,298812.0,130401.0,168411.0
2020-07-05,West,Phone,Home,469.0,58.447868463683,140183.0,97643.0,42540.0
2020-07-06,North,Printer,Accessories,754.0,63.203070781435976,208623.0,162558.0,46065.0
2020-07-07,West,Phone,Home,203.0,57.00934380502724,,210676.0,-189186.0
2020-07-08,East,Smartwatch,Home,504.0,,255138.0,150712.0,104426.0
2020-07-09,South,Monitor,Electronics,20.0,17.625191734281906,122219.0,98694.0,23525.0
2020-07-10,South,Printer,Office,,25.922412281536555,49104.0,193527.0,-144423.0
2020-07-11,South,Smartwatch,Home,515.0,,10316.0,37136.0,-26820.0
2020-07-12,North,Smartwatch,Office,792.0,36.6795217225267,43130.0,194497.0,-151367.0
2020-07-13,East,Headphones,Office,243.0,35.35404601892861,297098.0,57539.0,239559.0
2020-07-14,Central,Headphones,Accessories,585.0,36.767532538134176,150250.0,213736.0,-63486.0
2020-07-15,South,Monitor,Accessories,305.0,68.18218574804447,187235.0,157014.0,30221.0
2020-07-16,East,Monitor,Home,10.0,63.80178024183875,68165.0,69363.0,-1198.0
2020-07-17,West,Laptop,Electronics,224.0,11.31989448310756,201511.0,190668.0,10843.0
2020-07-18,North,Smartwatch,Electronics,770.0,25.821776508912244,240605.0,82526.0,158079.0
2020-07-19,East,Monitor,Home,457.0,29.676932562428334,71775.0,36255.0,35520.0
2020-07-20,East,Phone,Home,437.0,25.23730424961534,58149.0,194201.0,-136052.0
2020-07-21,Central,Smartwatch,Electronics,390.0,55.894717452273916,,217595.0,-121885.0
2020-07-22,East,Tablet,Office,623.0,36.68263689073108,97199.0,119209.0,-22010.0
2020-07-23,Central,Phone,Home,,40.04698718801375,170024.0,243723.0,-73699.0
2020-07-24,North,Printer,Office,122.0,59.710949129154784,32326.0,194358.0,-162032.0
2020-07-25,North,Monitor,Home,409.0,56.4149707390751,36139.0,87437.0,-51298.0
2020-07-26,West,Headphones,Home,684.0,9.254806597420979,198175.0,148349.0,49826.0
2020-07-27,Central,Phone,Office,,49.9740208858544,196929.0,133715.0,63214.0
2020-07-28,Central,Headphones,Office,598.0,30.480529023142488,17937.0,116900.0,-98963.0
2020-07-29,South,Phone,Electronics,570.0,20.625423214375033,263006.0,24729.0,238277.0
2020-07-30,South,Headphones,Home,756.0,3.501317463153044,297305.0,218695.0,78610.0
2020-07-31,West,Camera,Accessories,16.0,34.10746922418157,150807.0,22818.0,127989.0
2020-08-01,North,Phone,Accessories,213.0,24.880567650717197,64919.0,66555.0,-1636.0
2020-08-02,South,Printer,Home,169.0,17.605912777348056,171730.0,99979.0,71751.0
2020-08-03,East,Headphones,Home,298.0,48.62702107178703,296840.0,54629.0,242211.0
2020-08-04,North,Tablet,Home,523.0,53.86397711209109,,116296.0,23549.0
2020-08-05,East,Printer,Office,82.0,17.135266332059736,29956.0,56438.0,-26482.0
2020-08-06,Central,Laptop,Accessories,438.0,3.461320567554308,282963.0,246821.0,36142.0
2020-08-07,North,Phone,Accessories,581.0,59.41268903956645,268672.0,10457.0,258215.0
2020-08-08,West,Tablet,Accessories,618.0,0.6971818843012323,91491.0,191701.0,-100210.0
2020-08-09,Central,Laptop,Home,,,49588.0,34922.0,14666.0
2020-08-10,Central,Phone,Office,81.0,43.933391178789414,206657.0,141892.0,64765.0
2020-08-11,East,Tablet,Home,52.0,22.52926446409242,104152.0,164822.0,-60670.0
2020-08-12,Central,Tablet,Electronics,771.0,17.253453670371535,132872.0,109122.0,23750.0
2020-08-13,South,Printer,Electronics,86.0,0.6303964985132671,277263.0,103020.0,174243.0
2020-08-14,North,Camera,Accessories,725.0,16.4829991907614,21167.0,235618.0,-214451.0
2020-08-15,South,Tablet,Home,213.0,9.640981106199877,192575.0,169862.0,22713.0
2020-08-16,East,Camera,Electronics,449.0,42.85163545062019,115782.0,89405.0,26377.0
2020-08-17,East,Monitor,Electronics,600.0,11.658191201566092,135775.0,117130.0,18645.0
2020-08-18,North,Printer,Home,526.0,37.00408862756335,39889.0,166493.0,-126604.0
2020-08-19,Central,Smartwatch,Office,33.0,41.30814956411296,231406.0,69038.0,162368.0
2020-08-20,West,Headphones,Home,308.0,20.862918884284017,65262.0,214273.0,-149011.0
2020-08-21,East,Printer,Home,469.0,2.4545464313103094,140753.0,63325.0,77428.0
2020-08-22,North,Laptop,Office,506.0,2.607771642993727,85291.0,26600.0,58691.0
2020-08-23,West,Headphones,Accessories,450.0,,71008.0,161466.0,-90458.0
2020-08-24,Central,Headphones,Accessories,632.0,51.738726699558235,252547.0,211694.0,40853.0
2020-08-25,East,Smartwatch,Accessories,494.0,22.26067933700087,234489.0,168243.0,66246.0
2020-08-26,North,Camera,Office,785.0,55.74101301773645,293056.0,231611.0,61445.0
2020-08-27,North,Smartwatch,Electronics,432.0,30.22129766899944,273617.0,62526.0,211091.0
2020-08-28,North,Smartwatch,Office,,31.70986705809747,177370.0,14149.0,163221.0
2020-08-29,East,Headphones,Home,363.0,35.901782175670164,105956.0,162466.0,-56510.0
2020-08-30,West,Tablet,Office,95.0,49.91220194625727,199499.0,146468.0,53031.0
2020-08-31,North,Camera,Electronics,57.0,19.145200608079495,198073.0,155396.0,42677.0
2020-09-01,Central,Headphones,Electronics,734.0,8.511114467346882,197796.0,179270.0,18526.0
2020-09-02,North,Camera,Home,593.0,38.924013463402304,277976.0,214777.0,63199.0
2020-09-03,West,Monitor,Accessories,208.0,22.88843362699175,150780.0,113168.0,37612.0
2020-09-04,East,Camera,Electronics,560.0,30.974391956762616,196134.0,245882.0,-49748.0
2020-09-05,North,Phone,Electronics,160.0,45.28626958361138,,110813.0,-94811.0
2020-09-06,North,Tablet,Electronics,6.0,34.58880187988894,37556.0,92779.0,-55223.0
2020-09-07,Central,Laptop,Home,361.0,43.419517197059,72963.0,163088.0,-90125.0
2020-09-08,Central,Phone,Electronics,573.0,,226746.0,135266.0,91480.0
2020-09-09,North,Phone,Accessories,62.0,51.78574603552694,11563.0,33398.0,-21835.0
2020-09-10,North,Smartwatch,Home,,49.415563239813395,215995.0,5789.0,210206.0
2020-09-11,Central,Smartwatch,Accessories,184.0,37.393292426603345,272984.0,217767.0,55217.0
2020-09-12,West,Phone,Electronics,497.0,47.52321146017948,20154.0,65967.0,-45813.0
2020-09-13,South,Headphones,Electronics,673.0,61.149172159082894,29194.0,241014.0,-211820.0
2020-09-14,South,Camera,Accessories,39.0,30.2589901451718,201092.0,193206.0,7886.0
2020-09-15,North,Camera,Home,79.0,28.893415092415555,182933.0,202958.0,-20025.0
2020-09-16,Central,Printer,Home,293.0,53.49719345966661,,99837.0,58683.0
2020-09-17,East,Headphones,Accessories,375.0,40.778768592939585,290672.0,157049.0,133623.0
